"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
708.597861536998,-0.378822898682945,0.173154927954851,-2.18776850972281,0.0286864687906493,0.135711676346608,"ENSG00000000003"
520.296296925274,0.203789263335781,0.100742234036791,2.02287814325575,0.0430857124973573,0.179480766144748,"ENSG00000000419"
237.162103834464,0.0340630645761028,0.126475654085531,0.26932507147239,0.787679540485301,0.92774034509933,"ENSG00000000457"
57.9323803212894,-0.117156354291188,0.301582642749929,-0.388471807339168,0.697666913567911,0.890936296416924,"ENSG00000000460"
5817.31081674539,0.440979295581744,0.258775626538464,1.70409903544837,0.0883625868078864,0.292083830143274,"ENSG00000000971"
1282.10068817841,-0.241909676425825,0.119712757740311,-2.02075101260797,0.0433055462019971,0.179969365893884,"ENSG00000001036"
609.888711231609,-0.0295995882490773,0.23157547661398,-0.127818319460561,0.898292752147476,0.968916189304598,"ENSG00000001084"
369.340563608024,-0.489601634469518,0.210924783812056,-2.32121434769741,0.0202752782079301,0.105525340878437,"ENSG00000001167"
183.236892721017,-0.133360427238142,0.16526212570296,-0.806963039298201,0.419687777767833,0.7107577340197,"ENSG00000001460"
2813.83742255416,-0.0427102474467537,0.291099860546165,-0.146720260760758,0.883352825898284,0.962518967175843,"ENSG00000001461"
539.821574730882,-0.00245901427607718,0.0981122432795409,-0.0250632764462532,0.980004492124767,0.994666590683731,"ENSG00000001497"
114.037077799749,0.269617587215131,0.864551614966548,0.311858288791194,0.755148223378137,0.915366272663651,"ENSG00000001561"
598.664307018364,-0.247532222084932,0.171235098933905,-1.4455694167028,0.148298009843362,0.402459223212094,"ENSG00000001617"
5.76493538185727,-1.05603403005663,0.63882547545032,-1.65308690814531,0.0983131773789292,0.312717608150642,"ENSG00000001626"
1779.81786317606,-0.226219900909484,0.13167603102504,-1.71800364233689,0.0857959509157076,0.286071349780503,"ENSG00000001629"
54.727467682366,0.0122600954124963,0.300792852621067,0.040759264409588,0.967487814644872,0.990871704361287,"ENSG00000001630"
785.449616737739,-0.0363539874309061,0.108016708309056,-0.336558926855005,0.736449423146113,0.908412232611703,"ENSG00000001631"
183.859639860491,-0.308475384971281,0.160971122325582,-1.9163399031744,0.0553218448863496,0.213911812994706,"ENSG00000002016"
1.42772730704924,-2.03267103250391,1.56446041307991,-1.29927930135493,0.193848095123119,NA,"ENSG00000002079"
178.056083595009,0.0899977385564325,0.145155845980266,0.620007674845335,0.535252734078016,0.793797804248301,"ENSG00000002330"
1253.6302802743,0.180144676648675,0.167412410322229,1.0760533003613,0.281903419494285,0.581462180471006,"ENSG00000002549"
8285.39793029793,0.0881714412718205,0.122413195006563,0.720277264776015,0.47135429997773,0.749692086058858,"ENSG00000002586"
6.89982954221215,-0.282449053729135,0.967489234001023,-0.291940255046638,0.770332304405598,0.921370635617821,"ENSG00000002745"
108.44215151566,0.112567072585122,0.296131415991683,0.380125398746224,0.703852332907436,0.893803932408606,"ENSG00000002746"
349.806186146653,-0.157584229968753,0.133787991695995,-1.17786527752677,0.238850319650983,0.5328792119062,"ENSG00000002822"
7168.80172554647,0.398604510625823,0.102411413107775,3.89218836582541,9.9344064154273e-05,0.00149000247024858,"ENSG00000002834"
250.507676868456,0.391428877300721,0.147019761376016,2.66242356562944,0.00775801867821142,0.0510071999530522,"ENSG00000002919"
540.277871458637,0.402514945767811,1.42162580981726,0.283137055467185,0.777071777123899,0.923767772067381,"ENSG00000002933"
1065.26652768511,-0.0713455891483814,0.0917129126501289,-0.777923054527275,0.436614376069453,0.724277260022111,"ENSG00000003056"
377.975261226872,-0.920168247101323,0.187042814719685,-4.91955945209843,8.67392197138546e-07,2.37043259710415e-05,"ENSG00000003096"
104.515194808615,-1.13963840928163,0.54375296016017,-2.09587531982526,0.0360932525836486,0.159248843871723,"ENSG00000003137"
116.349026825881,-0.322592057583383,0.323046911426306,-0.998591988262897,0.31799238280932,0.619920983378768,"ENSG00000003249"
851.090875287858,0.173188860544461,0.157343208832372,1.10070756678777,0.271023951931773,0.569140803881482,"ENSG00000003393"
80.1567179115993,-0.38870962114343,0.370674614650184,-1.04865454978693,0.294337139669168,0.59476013546814,"ENSG00000003400"
2546.60932638954,1.18344751825219,0.163539128949921,7.23647928083674,4.60481974717614e-13,5.34218507701428e-11,"ENSG00000003402"
4469.50766637531,-0.209181774207188,0.191602044746559,-1.09175126227845,0.274942446556186,0.573019827766961,"ENSG00000003436"
290.814036626452,-0.0527192210396182,0.124104586725452,-0.424796717273999,0.670984870942688,0.87601710644665,"ENSG00000003509"
2117.4540032691,-0.185984242687211,0.0908219985734053,-2.0477884830611,0.0405807293224784,0.171861204587095,"ENSG00000003756"
25.5043393924387,0.988115134809466,0.327203673807969,3.01987787395497,0.00252876628848512,0.0216431582101568,"ENSG00000003987"
38.4395982983182,0.674485895530688,0.670815550461299,1.00547146688365,0.314669882080217,0.616712658557002,"ENSG00000003989"
1225.35049139531,0.369228733492889,0.104190191555725,3.54379551452703,0.00039441102220266,0.00480833830593101,"ENSG00000004059"
